dirname,filename,filename_abb,state_id,state_name,district_id,district_name
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_SIT_EB.pdf,SIT_EB,9,uttar pradesh,24,sitapur
~/iec/pc01/district_handbooks/,DH_09_2001_SKA.pdf,SKA,9,uttar pradesh,56,sant kabir nagar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_SKA_EB.pdf,SKA_EB,9,uttar pradesh,56,sant kabir nagar
~/iec/pc01/district_handbooks/,DH_09_2001_SON.pdf,SON,9,uttar pradesh,70,sonbhadra
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_SON_EB.pdf,SON_EB,9,uttar pradesh,70,sonbhadra
~/iec/pc01/district_handbooks/,DH_09_2001_SRA.pdf,SRA,9,uttar pradesh,51,shrawasti
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_SRA_EB.pdf,SRA_EB,9,uttar pradesh,51,shrawasti
~/iec/pc01/district_handbooks/,DH_09_2001_SRV.pdf,SRV,9,uttar pradesh,68,sant ravidas nagar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_SRV_EB.pdf,SRV_EB,9,uttar pradesh,68,sant ravidas nagar
~/iec/pc01/district_handbooks/,DH_09_2001_SUL_VOL-02.pdf,SUL_VOL-02,9,uttar pradesh,49,sultanpur
~/iec/pc01/district_handbooks/,DH_09_2001_UNA.pdf,UNA,9,uttar pradesh,26,unnao
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_UNA_EB.pdf,UNA_EB,9,uttar pradesh,26,unnao
~/iec/pc01/district_handbooks/,DH_09_2001_VAR.pdf,VAR,9,uttar pradesh,67,varanasi
~/iec/pc01/district_handbooks//eb_table_extracts,DH_09_2001_VAR_EB.pdf,VAR_EB,9,uttar pradesh,67,varanasi
~/iec/pc01/district_handbooks/,DH_10_2001_ARA.pdf,ARA,10,bihar,7,araria
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_ARA_EB.pdf,ARA_EB,10,bihar,7,araria
~/iec/pc01/district_handbooks/,DH_10_2001_AUR.pdf,AUR,10,bihar,34,aurangabad
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_AUR_EB.pdf,AUR_EB,10,bihar,34,aurangabad
~/iec/pc01/district_handbooks/,DH_10_2001_BAN.pdf,BAN,10,bihar,23,banka
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_BAN_EB.pdf,BAN_EB,10,bihar,23,banka
~/iec/pc01/district_handbooks/,DH_10_2001_BEG.pdf,BEG,10,bihar,20,begusarai
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_BEG_EB.pdf,BEG_EB,10,bihar,20,begusarai
~/iec/pc01/district_handbooks/,DH_10_2001_BHA.pdf,BHA,10,bihar,22,bhagalpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_BHA_EB.pdf,BHA_EB,10,bihar,22,bhagalpur
~/iec/pc01/district_handbooks/,DH_10_2001_BHO.pdf,BHO,10,bihar,29,bhojpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_BHO_EB.pdf,BHO_EB,10,bihar,29,bhojpur
~/iec/pc01/district_handbooks/,DH_10_2001_BUX.pdf,BUX,10,bihar,30,buxar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_BUX_EB.pdf,BUX_EB,10,bihar,30,buxar
~/iec/pc01/district_handbooks/,DH_10_2001_DAR.pdf,DAR,10,bihar,13,darbhanga
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_DAR_EB.pdf,DAR_EB,10,bihar,13,darbhanga
~/iec/pc01/district_handbooks/,DH_10_2001_GOP.pdf,GOP,10,bihar,15,gopalganj
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_GOP_EB.pdf,GOP_EB,10,bihar,15,gopalganj
~/iec/pc01/district_handbooks/,DH_10_2001_JAM.pdf,JAM,10,bihar,37,jamui
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_JAM_EB.pdf,JAM_EB,10,bihar,37,jamui
~/iec/pc01/district_handbooks/,DH_10_2001_JEH.pdf,JEH,10,bihar,33,jehanabad
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_JEH_EB.pdf,JEH_EB,10,bihar,33,jehanabad
~/iec/pc01/district_handbooks/,DH_10_2001_KAI.pdf,KAI,10,bihar,31,kaimur bhabua
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_KAI_EB.pdf,KAI_EB,10,bihar,31,kaimur bhabua
~/iec/pc01/district_handbooks/,DH_10_2001_KAT.pdf,KAT,10,bihar,10,katihar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_KAT_EB.pdf,KAT_EB,10,bihar,10,katihar
~/iec/pc01/district_handbooks/,DH_10_2001_KHA.pdf,KHA,10,bihar,21,khagaria
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_KHA_EB.pdf,KHA_EB,10,bihar,21,khagaria
~/iec/pc01/district_handbooks/,DH_10_2001_KIS.pdf,KIS,10,bihar,8,kishanganj
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_KIS_EB.pdf,KIS_EB,10,bihar,8,kishanganj
~/iec/pc01/district_handbooks/,DH_10_2001_LAK.pdf,LAK,10,bihar,25,lakhisarai
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_LAK_EB.pdf,LAK_EB,10,bihar,25,lakhisarai
~/iec/pc01/district_handbooks/,DH_10_2001_MAD.pdf,MAD,10,bihar,5,madhubani
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_MAD_EB.pdf,MAD_EB,10,bihar,5,madhubani
~/iec/pc01/district_handbooks/,DH_10_2001_MDP.pdf,MDP,10,bihar,11,madhepura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_MDP_EB.pdf,MDP_EB,10,bihar,11,madhepura
~/iec/pc01/district_handbooks/,DH_10_2001_MUN.pdf,MUN,10,bihar,24,munger
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_MUN_EB.pdf,MUN_EB,10,bihar,24,munger
~/iec/pc01/district_handbooks/,DH_10_2001_MUZ.pdf,MUZ,10,bihar,14,muzaffarpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_MUZ_EB.pdf,MUZ_EB,10,bihar,14,muzaffarpur
~/iec/pc01/district_handbooks/,DH_10_2001_NAL.pdf,NAL,10,bihar,27,nalanda
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_NAL_EB.pdf,NAL_EB,10,bihar,27,nalanda
~/iec/pc01/district_handbooks/,DH_10_2001_NAW.pdf,NAW,10,bihar,36,nawada
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_NAW_EB.pdf,NAW_EB,10,bihar,36,nawada
~/iec/pc01/district_handbooks/,DH_10_2001_PAS.pdf,PAS,10,bihar,1,pashchim champaran
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_PAS_EB.pdf,PAS_EB,10,bihar,1,pashchim champaran
~/iec/pc01/district_handbooks/,DH_10_2001_PAT.pdf,PAT,10,bihar,28,patna
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_PAT_EB.pdf,PAT_EB,10,bihar,28,patna
~/iec/pc01/district_handbooks/,DH_10_2001_PUN.pdf,PUN,10,bihar,9,purnia
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_PUN_EB.pdf,PUN_EB,10,bihar,9,purnia
~/iec/pc01/district_handbooks/,DH_10_2001_PUR.pdf,PUR,10,bihar,2,purba champaran
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_PUR_EB.pdf,PUR_EB,10,bihar,2,purba champaran
~/iec/pc01/district_handbooks/,DH_10_2001_ROH.pdf,ROH,10,bihar,32,rohtas
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_ROH_EB.pdf,ROH_EB,10,bihar,32,rohtas
~/iec/pc01/district_handbooks/,DH_10_2001_SAH.pdf,SAH,10,bihar,12,saharsa
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SAH_EB.pdf,SAH_EB,10,bihar,12,saharsa
~/iec/pc01/district_handbooks/,DH_10_2001_SAM.pdf,SAM,10,bihar,19,samastipur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SAM_EB.pdf,SAM_EB,10,bihar,19,samastipur
~/iec/pc01/district_handbooks/,DH_10_2001_SAR.pdf,SAR,10,bihar,17,saran
~/iec/pc01/district_handbooks/,DH_10_2001_SHE.pdf,SHE,10,bihar,3,sheohar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SHE_EB.pdf,SHE_EB,10,bihar,3,sheohar
~/iec/pc01/district_handbooks/,DH_10_2001_SHK.pdf,SHK,10,bihar,26,sheikhpura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SHK_EB.pdf,SHK_EB,10,bihar,26,sheikhpura
~/iec/pc01/district_handbooks/,DH_10_2001_SIT.pdf,SIT,10,bihar,4,sitamarhi
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SIT_EB.pdf,SIT_EB,10,bihar,4,sitamarhi
~/iec/pc01/district_handbooks/,DH_10_2001_SIW.pdf,SIW,10,bihar,16,siwan
~/iec/pc01/district_handbooks/,DH_10_2001_SUP.pdf,SUP,10,bihar,6,supaul
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_SUP_EB.pdf,SUP_EB,10,bihar,6,supaul
~/iec/pc01/district_handbooks/,DH_10_2001_VAI.pdf,VAI,10,bihar,18,vaishali
~/iec/pc01/district_handbooks//eb_table_extracts,DH_10_2001_VAI_EB.pdf,VAI_EB,10,bihar,18,vaishali
~/iec/pc01/district_handbooks/,DH_11_2001_SIK.pdf,SIK,11,sikkim,1,north
~/iec/pc01/district_handbooks/,DH_11_2001_SIK.pdf,SIK,11,sikkim,2,west
~/iec/pc01/district_handbooks/,DH_11_2001_SIK.pdf,SIK,11,sikkim,3,south
~/iec/pc01/district_handbooks/,DH_11_2001_SIK.pdf,SIK,11,sikkim,4,east
~/iec/pc01/district_handbooks/,DH_12_2001_CHA.pdf,CHA,12,arunachal pradesh,12,changlang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_CHA_EB.pdf,CHA_EB,12,arunachal pradesh,12,changlang
~/iec/pc01/district_handbooks/,DH_12_2001_DIB.pdf,DIB,12,arunachal pradesh,10,dibang valley
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_DIB_EB.pdf,DIB_EB,12,arunachal pradesh,10,dibang valley
~/iec/pc01/district_handbooks/,DH_12_2001_EKAM.pdf,EKAM,12,arunachal pradesh,3,east kameng
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_EKAM_EB.pdf,EKAM_EB,12,arunachal pradesh,3,east kameng
~/iec/pc01/district_handbooks/,DH_12_2001_ESIA.pdf,ESIA,12,arunachal pradesh,8,east siang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_ESIA_EB.pdf,ESIA_EB,12,arunachal pradesh,8,east siang
~/iec/pc01/district_handbooks/,DH_12_2001_LOH.pdf,LOH,12,arunachal pradesh,11,lohit
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_LOH_EB.pdf,LOH_EB,12,arunachal pradesh,11,lohit
~/iec/pc01/district_handbooks/,DH_12_2001_LSUB.pdf,LSUB,12,arunachal pradesh,5,lower subansiri
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_LSUB_EB.pdf,LSUB_EB,12,arunachal pradesh,5,lower subansiri
~/iec/pc01/district_handbooks/,DH_12_2001_PAP.pdf,PAP,12,arunachal pradesh,4,papum pare
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_PAP_EB.pdf,PAP_EB,12,arunachal pradesh,4,papum pare
~/iec/pc01/district_handbooks/,DH_12_2001_TAW.pdf,TAW,12,arunachal pradesh,1,tawang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_TAW_EB.pdf,TAW_EB,12,arunachal pradesh,1,tawang
~/iec/pc01/district_handbooks/,DH_12_2001_TIR.pdf,TIR,12,arunachal pradesh,13,tirap
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_TIR_EB.pdf,TIR_EB,12,arunachal pradesh,13,tirap
~/iec/pc01/district_handbooks/,DH_12_2001_USIA.pdf,USIA,12,arunachal pradesh,6,upper subansiri
~/iec/pc01/district_handbooks/,DH_12_2001_USUB.pdf,USUB,12,arunachal pradesh,6,upper subansiri
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_USUB_EB.pdf,USUB_EB,12,arunachal pradesh,6,upper subansiri
~/iec/pc01/district_handbooks/,DH_12_2001_WKAM.pdf,WKAM,12,arunachal pradesh,2,west kameng
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_WKAM_EB.pdf,WKAM_EB,12,arunachal pradesh,2,west kameng
~/iec/pc01/district_handbooks/,DH_12_2001_WSIA.pdf,WSIA,12,arunachal pradesh,7,west siang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_12_2001_WSIA_EB.pdf,WSIA_EB,12,arunachal pradesh,7,west siang
~/iec/pc01/district_handbooks/,DH_13_2001_DIM.pdf,DIM,13,nagaland,6,dimapur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_DIM_EB.pdf,DIM_EB,13,nagaland,6,dimapur
~/iec/pc01/district_handbooks/,DH_13_2001_KOH.pdf,KOH,13,nagaland,7,kohima
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_KOH_EB.pdf,KOH_EB,13,nagaland,7,kohima
~/iec/pc01/district_handbooks/,DH_13_2001_MOK.pdf,MOK,13,nagaland,3,mokokchung
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_MOK_EB.pdf,MOK_EB,13,nagaland,3,mokokchung
~/iec/pc01/district_handbooks/,DH_13_2001_MON.pdf,MON,13,nagaland,1,mon
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_MON_EB.pdf,MON_EB,13,nagaland,1,mon
~/iec/pc01/district_handbooks/,DH_13_2001_PHE.pdf,PHE,13,nagaland,8,phek
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_PHE_EB.pdf,PHE_EB,13,nagaland,8,phek
~/iec/pc01/district_handbooks/,DH_13_2001_TUE.pdf,TUE,13,nagaland,2,tuensang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_TUE_EB.pdf,TUE_EB,13,nagaland,2,tuensang
~/iec/pc01/district_handbooks/,DH_13_2001_WOK.pdf,WOK,13,nagaland,5,wokha
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_WOK_EB.pdf,WOK_EB,13,nagaland,5,wokha
~/iec/pc01/district_handbooks/,DH_13_2001_ZUN.pdf,ZUN,13,nagaland,4,zunheboto
~/iec/pc01/district_handbooks//eb_table_extracts,DH_13_2001_ZUN_EB.pdf,ZUN_EB,13,nagaland,4,zunheboto
~/iec/pc01/district_handbooks/,DH_14_2001_BIS.pdf,BIS,14,manipur,4,bishnupur
~/iec/pc01/district_handbooks/,DH_14_2001_CHA.pdf,CHA,14,manipur,9,chandel
~/iec/pc01/district_handbooks/,DH_14_2001_CHU.pdf,CHU,14,manipur,3,churachandpur
~/iec/pc01/district_handbooks/,DH_14_2001_IME.pdf,IME,14,manipur,7,imphal east
~/iec/pc01/district_handbooks/,DH_14_2001_IMW.pdf,IMW,14,manipur,6,imphal west
~/iec/pc01/district_handbooks/,DH_14_2001_SEN.pdf,SEN,14,manipur,1,senapati
~/iec/pc01/district_handbooks/,DH_14_2001_TAM.pdf,TAM,14,manipur,2,tamenglong
~/iec/pc01/district_handbooks/,DH_14_2001_THO.pdf,THO,14,manipur,5,thoubal
~/iec/pc01/district_handbooks//eb_table_extracts,DH_14_2001_THO_EB.pdf,THO_EB,14,manipur,5,thoubal
~/iec/pc01/district_handbooks/,DH_14_2001_UKH.pdf,UKH,14,manipur,8,ukhrul
~/iec/pc01/district_handbooks/,DH_15_2001_AIZ.pdf,AIZ,15,mizoram,3,aizawl
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_AIZ_EB.pdf,AIZ_EB,15,mizoram,3,aizawl
~/iec/pc01/district_handbooks/,DH_15_2001_CHA.pdf,CHA,15,mizoram,4,champhai
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_CHA_EB.pdf,CHA_EB,15,mizoram,4,champhai
~/iec/pc01/district_handbooks/,DH_15_2001_KOL.pdf,KOL,15,mizoram,2,kolasib
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_KOL_EB.pdf,KOL_EB,15,mizoram,2,kolasib
~/iec/pc01/district_handbooks/,DH_15_2001_LAW.pdf,LAW,15,mizoram,7,lawngtlai
~/iec/pc01/district_handbooks/,DH_15_2001_LUN.pdf,LUN,15,mizoram,6,lunglei
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_LUN_EB.pdf,LUN_EB,15,mizoram,6,lunglei
~/iec/pc01/district_handbooks/,DH_15_2001_MAM.pdf,MAM,15,mizoram,1,mamit
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_MAM_EB.pdf,MAM_EB,15,mizoram,1,mamit
~/iec/pc01/district_handbooks/,DH_15_2001_SAI.pdf,SAI,15,mizoram,8,saiha
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_SAI_EB.pdf,SAI_EB,15,mizoram,8,saiha
~/iec/pc01/district_handbooks/,DH_15_2001_SER.pdf,SER,15,mizoram,5,serchhip
~/iec/pc01/district_handbooks//eb_table_extracts,DH_15_2001_SER_EB.pdf,SER_EB,15,mizoram,5,serchhip
~/iec/pc01/district_handbooks/,DH_16_2001_DHA.pdf,DHA,16,tripura,3,dhalai
~/iec/pc01/district_handbooks//eb_table_extracts,DH_16_2001_DHA_EB.pdf,DHA_EB,16,tripura,3,dhalai
~/iec/pc01/district_handbooks/,DH_16_2001_NTRI.pdf,NTRI,16,tripura,4,north tripura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_16_2001_NTRI_EB.pdf,NTRI_EB,16,tripura,4,north tripura
~/iec/pc01/district_handbooks/,DH_16_2001_STRI.pdf,STRI,16,tripura,2,south tripura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_16_2001_STRI_EB.pdf,STRI_EB,16,tripura,2,south tripura
~/iec/pc01/district_handbooks/,DH_16_2001_WTRI.pdf,WTRI,16,tripura,1,west tripura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_16_2001_WTRI_EB.pdf,WTRI_EB,16,tripura,1,west tripura
~/iec/pc01/district_handbooks/,DH_17_2001_EGAR.pdf,EGAR,17,meghalaya,2,east garo hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_EGAR_EB.pdf,EGAR_EB,17,meghalaya,2,east garo hills
~/iec/pc01/district_handbooks/,DH_17_2001_EKHA.pdf,EKHA,17,meghalaya,6,east khasi hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_EKHA_EB.pdf,EKHA_EB,17,meghalaya,6,east khasi hills
~/iec/pc01/district_handbooks/,DH_17_2001_JAI.pdf,JAI,17,meghalaya,7,jaintia hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_JAI_EB.pdf,JAI_EB,17,meghalaya,7,jaintia hills
~/iec/pc01/district_handbooks/,DH_17_2001_RIB.pdf,RIB,17,meghalaya,5,ri bhoi
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_RIB_EB.pdf,RIB_EB,17,meghalaya,5,ri bhoi
~/iec/pc01/district_handbooks/,DH_17_2001_SGAR.pdf,SGAR,17,meghalaya,3,south garo hills
~/iec/pc01/district_handbooks/,DH_17_2001_WGAR.pdf,WGAR,17,meghalaya,1,west garo hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_WGAR_EB.pdf,WGAR_EB,17,meghalaya,1,west garo hills
~/iec/pc01/district_handbooks/,DH_17_2001_WKHA.pdf,WKHA,17,meghalaya,4,west khasi hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_17_2001_WKHA_EB.pdf,WKHA_EB,17,meghalaya,4,west khasi hills
~/iec/pc01/district_handbooks/,DH_18_2001_BAR.pdf,BAR,18,assam,5,barpeta
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_BAR_EB.pdf,BAR_EB,18,assam,5,barpeta
~/iec/pc01/district_handbooks/,DH_18_2001_BON.pdf,BON,18,assam,4,bongaigaon
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_BON_EB.pdf,BON_EB,18,assam,4,bongaigaon
~/iec/pc01/district_handbooks/,DH_18_2001_CAC.pdf,CAC,18,assam,21,cachar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_CAC_EB.pdf,CAC_EB,18,assam,21,cachar
~/iec/pc01/district_handbooks/,DH_18_2001_DAR.pdf,DAR,18,assam,8,darrang
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_DAR_EB.pdf,DAR_EB,18,assam,8,darrang
~/iec/pc01/district_handbooks/,DH_18_2001_DHE.pdf,DHE,18,assam,13,dhemaji
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_DHE_EB.pdf,DHE_EB,18,assam,13,dhemaji
~/iec/pc01/district_handbooks/,DH_18_2001_DHU.pdf,DHU,18,assam,2,dhubri
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_DHU_EB.pdf,DHU_EB,18,assam,2,dhubri
~/iec/pc01/district_handbooks/,DH_18_2001_DIB.pdf,DIB,18,assam,15,dibrugarh
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_DIB_EB.pdf,DIB_EB,18,assam,15,dibrugarh
~/iec/pc01/district_handbooks/,DH_18_2001_GOA.pdf,GOA,18,assam,3,goalpara
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_GOA_EB.pdf,GOA_EB,18,assam,3,goalpara
~/iec/pc01/district_handbooks/,DH_18_2001_GOL.pdf,GOL,18,assam,18,golaghat
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_GOL_EB.pdf,GOL_EB,18,assam,18,golaghat
~/iec/pc01/district_handbooks/,DH_18_2001_HAI.pdf,HAI,18,assam,23,hailakandi
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_HAI_EB.pdf,HAI_EB,18,assam,23,hailakandi
~/iec/pc01/district_handbooks/,DH_18_2001_JOR.pdf,JOR,18,assam,17,jorhat
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_JOR_EB.pdf,JOR_EB,18,assam,17,jorhat
~/iec/pc01/district_handbooks/,DH_18_2001_KAG.pdf,KAG,18,assam,19,karbi anglong
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_KAG_EB.pdf,KAG_EB,18,assam,19,karbi anglong
~/iec/pc01/district_handbooks/,DH_18_2001_KAM.pdf,KAM,18,assam,6,kamrup
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_KAM_EB.pdf,KAM_EB,18,assam,6,kamrup
~/iec/pc01/district_handbooks/,DH_18_2001_KOK.pdf,KOK,18,assam,1,kokrajhar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_KOK_EB.pdf,KOK_EB,18,assam,1,kokrajhar
~/iec/pc01/district_handbooks/,DH_18_2001_LAK.pdf,LAK,18,assam,12,lakhimpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_LAK_EB.pdf,LAK_EB,18,assam,12,lakhimpur
~/iec/pc01/district_handbooks/,DH_18_2001_MAR.pdf,MAR,18,assam,9,marigaon
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_MAR_EB.pdf,MAR_EB,18,assam,9,marigaon
~/iec/pc01/district_handbooks/,DH_18_2001_NAG.pdf,NAG,18,assam,10,nagaon
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_NAG_EB.pdf,NAG_EB,18,assam,10,nagaon
~/iec/pc01/district_handbooks/,DH_18_2001_NAL.pdf,NAL,18,assam,7,nalbari
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_NAL_EB.pdf,NAL_EB,18,assam,7,nalbari
~/iec/pc01/district_handbooks/,DH_18_2001_NCH.pdf,NCH,18,assam,20,north cachar hills
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_NCH_EB.pdf,NCH_EB,18,assam,20,north cachar hills
~/iec/pc01/district_handbooks/,DH_18_2001_SIB.pdf,SIB,18,assam,16,sibsagar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_SIB_EB.pdf,SIB_EB,18,assam,16,sibsagar
~/iec/pc01/district_handbooks/,DH_18_2001_SON.pdf,SON,18,assam,11,sonitpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_SON_EB.pdf,SON_EB,18,assam,11,sonitpur
~/iec/pc01/district_handbooks/,DH_18_2001_TIN.pdf,TIN,18,assam,14,tinsukia
~/iec/pc01/district_handbooks//eb_table_extracts,DH_18_2001_TIN_EB.pdf,TIN_EB,18,assam,14,tinsukia
~/iec/pc01/district_handbooks/,DH_19_2001_BAK.pdf,BAK,19,west bengal,13,bankura
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_BAK_EB.pdf,BAK_EB,19,west bengal,13,bankura
~/iec/pc01/district_handbooks/,DH_19_2001_BIR.pdf,BIR,19,west bengal,8,birbhum
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_BIR_EB.pdf,BIR_EB,19,west bengal,8,birbhum
~/iec/pc01/district_handbooks/,DH_19_2001_BRD.pdf,BRD,19,west bengal,9,barddhaman
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_BRD_EB.pdf,BRD_EB,19,west bengal,9,barddhaman
~/iec/pc01/district_handbooks/,DH_19_2001_DAR.pdf,DAR,19,west bengal,1,darjiling
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_DAR_EB.pdf,DAR_EB,19,west bengal,1,darjiling
~/iec/pc01/district_handbooks/,DH_19_2001_DDIN.pdf,DDIN,19,west bengal,5,dakshin dinajpur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_DDIN_EB.pdf,DDIN_EB,19,west bengal,5,dakshin dinajpur
~/iec/pc01/district_handbooks/,DH_19_2001_HOR.pdf,HOR,19,west bengal,16,haora
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_HOR_EB.pdf,HOR_EB,19,west bengal,16,haora
~/iec/pc01/district_handbooks/,DH_19_2001_HUG.pdf,HUG,19,west bengal,12,hugli
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_HUG_EB.pdf,HUG_EB,19,west bengal,12,hugli
~/iec/pc01/district_handbooks/,DH_19_2001_JAL.pdf,JAL,19,west bengal,2,jalpaiguri
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_JAL_EB.pdf,JAL_EB,19,west bengal,2,jalpaiguri
~/iec/pc01/district_handbooks/,DH_19_2001_KOB.pdf,KOB,19,west bengal,3,koch bihar
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_KOB_EB.pdf,KOB_EB,19,west bengal,3,koch bihar
~/iec/pc01/district_handbooks/,DH_19_2001_KOL.pdf,KOL,19,west bengal,17,kolkata
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_KOL_EB.pdf,KOL_EB,19,west bengal,17,kolkata
~/iec/pc01/district_handbooks/,DH_19_2001_MAD.pdf,MAD,19,west bengal,15,medinipur
~/iec/pc01/district_handbooks//eb_table_extracts,DH_19_2001_MAD_EB.pdf,MAD_EB,19,west bengal,15,medinipur
