input_pdf_name,output_csv_name,error_flag,recreate_flag
DH_03_2001_NAW_EB.pdf,DH_03_2001_NAW_EB.csv,0,0
DH_09_2001_KNR_EB.pdf,DH_09_2001_KNR_EB.csv,0,0
DH_29_2001_CHI_EB.pdf,DH_29_2001_CHI_EB.csv,0,0
DH_29_2001_CHA_EB.pdf,DH_29_2001_CHA_EB.csv,0,0
DH_08_2001_SIR_EB.pdf,DH_08_2001_SIR_EB.csv,0,0
DH_09_2001_MAH_EB.pdf,DH_09_2001_MAH_EB.csv,0,0
DH_19_2001_KOL_EB.pdf,DH_19_2001_KOL_EB.csv,0,0
DH_27_2001_AHM_EB.pdf,DH_27_2001_AHM_EB.csv,0,0
DH_17_2001_WGAR_EB.pdf,DH_17_2001_WGAR_EB.csv,0,0
DH_13_2001_WOK_EB.pdf,DH_13_2001_WOK_EB.csv,0,0
DH_10_2001_NAL_EB.pdf,DH_10_2001_NAL_EB.csv,0,0
DH_28_2001_GUN_EB.pdf,DH_28_2001_GUN_EB.csv,0,0
DH_12_2001_WSIA_EB.pdf,DH_12_2001_WSIA_EB.csv,0,0
DH_29_2001_BID_EB.pdf,DH_29_2001_BID_EB.csv,0,0
DH_12_2001_PAP_EB.pdf,DH_12_2001_PAP_EB.csv,0,0
DH_35_2001_AND_EB.pdf,DH_35_2001_AND_EB.csv,0,0
DH_28_2001_POT_EB.pdf,DH_28_2001_POT_EB.csv,0,0
DH_10_2001_NAW_EB.pdf,DH_10_2001_NAW_EB.csv,0,0
DH_31_2001_LAK_EB.pdf,DH_31_2001_LAK_EB.csv,0,0
DH_27_2001_MUM_EB.pdf,DH_27_2001_MUM_EB.csv,0,0
DH_17_2001_EKHA_EB.pdf,DH_17_2001_EKHA_EB.csv,0,0
DH_03_2001_KAP_EB.pdf,DH_03_2001_KAP_EB.csv,0,0
DH_03_2001_AMR_EB.pdf,DH_03_2001_AMR_EB.csv,0,0
DH_23_2001_UMA_EB.pdf,DH_23_2001_UMA_EB.csv,0,0
DH_29_2001_DAV_EB.pdf,DH_29_2001_DAV_EB.csv,0,0
DH_02_2001_SIR_EB.pdf,DH_02_2001_SIR_EB.csv,0,0
DH_33_2001_TRP_EB.pdf,DH_33_2001_TRP_EB.csv,0,0
DH_09_2001_AGR_EB.pdf,DH_09_2001_AGR_EB.csv,0,0
DH_24_2001_POR_EB.pdf,DH_24_2001_POR_EB.csv,0,0
DH_09_2001_GOD_VOL-02_EB.pdf,DH_09_2001_GOD_VOL-02_EB.csv,0,0
DH_28_2001_YSR_EB.pdf,DH_28_2001_YSR_EB.csv,0,0
DH_33_2001_NAG_EB.pdf,DH_33_2001_NAG_EB.csv,0,0
DH_15_2001_KOL_EB.pdf,DH_15_2001_KOL_EB.csv,0,0
DH_13_2001_MOK_EB.pdf,DH_13_2001_MOK_EB.csv,0,0
DH_18_2001_KAG_EB.pdf,DH_18_2001_KAG_EB.csv,0,0
DH_28_2001_ADI_EB.pdf,DH_28_2001_ADI_EB.csv,0,0
DH_27_2001_NAD_EB.pdf,DH_27_2001_NAD_EB.csv,0,0
DH_23_2001_SID_EB.pdf,DH_23_2001_SID_EB.csv,0,0
DH_03_2001_JAL_EB.pdf,DH_03_2001_JAL_EB.csv,0,0
DH_27_2001_SAT_EB.pdf,DH_27_2001_SAT_EB.csv,0,0
DH_10_2001_MUN_EB.pdf,DH_10_2001_MUN_EB.csv,0,0
DH_22_2001_DHA_EB.pdf,DH_22_2001_DHA_EB.csv,0,0
DH_28_2001_EGOD_EB.pdf,DH_28_2001_EGOD_EB.csv,0,0
DH_03_2001_LUD_EB.pdf,DH_03_2001_LUD_EB.csv,0,0
DH_03_2001_SAN_EB.pdf,DH_03_2001_SAN_EB.csv,0,0
DH_24_2001_AMR_EB.pdf,DH_24_2001_AMR_EB.csv,0,0
DH_27_2001_LAT_EB.pdf,DH_27_2001_LAT_EB.csv,0,0
DH_28_2001_KRI_EB.pdf,DH_28_2001_KRI_EB.csv,0,0
DH_20_2001_GIR_EB.pdf,DH_20_2001_GIR_EB.csv,0,0
DH_03_2001_MOG_EB.pdf,DH_03_2001_MOG_EB.csv,0,0
DH_33_2001_VIL_EB.pdf,DH_33_2001_VIL_EB.csv,0,0
DH_19_2001_KOB_EB.pdf,DH_19_2001_KOB_EB.csv,0,0
DH_08_2001_JHU_EB.pdf,DH_08_2001_JHU_EB.csv,0,0
DH_33_2001_SIV_EB.pdf,DH_33_2001_SIV_EB.csv,0,0
DH_22_2001_JAN_EB.pdf,DH_22_2001_JAN_EB.csv,0,0
DH_02_2001_KUL_EB.pdf,DH_02_2001_KUL_EB.csv,0,0
DH_13_2001_PHE_EB.pdf,DH_13_2001_PHE_EB.csv,0,0
DH_10_2001_LAK_EB.pdf,DH_10_2001_LAK_EB.csv,0,0
DH_09_2001_HAM_EB.pdf,DH_09_2001_HAM_EB.csv,0,0
DH_15_2001_CHA_EB.pdf,DH_15_2001_CHA_EB.csv,0,0
DH_12_2001_ESIA_EB.pdf,DH_12_2001_ESIA_EB.csv,0,0
DH_27_2001_NAN_EB.pdf,DH_27_2001_NAN_EB.csv,0,0
DH_23_2001_RAJ_EB.pdf,DH_23_2001_RAJ_EB.csv,0,0
DH_23_2001_VID_EB.pdf,DH_23_2001_VID_EB.csv,0,0
